PERSON ID,Source,Label,Target,OTHER NAMES,ETHNICITY/NATIONALITY,PHYSICAL DESCRIPTORS,LOCATION(S),BIOGRAPHICAL INFORMATION
P22,LITTLE PHIBBAH,SISTER OF,,,AT LEAST HALF AFRICAN,,"PARADISE ESTATE

EGYPT ESTATE

BREADNUT ISLAND PEN","Little Phibbah was born in August 1766 at Paradise Estate in ""the height of bad weather"" to an enslaved African woman named Nanny and an unknown father. A midwife named Paradise Quasheba was in attendance at her birth.

Little Phibbah was frequently ill and cared for by her mother. When she was five years old, she became very badly afflicted with stomach worms. After being treated repeatedly by her mother, Thistlewood and white physicians over the course of several days, she died on September 9 1771. Two enslaved men named Lincoln and Abasse dug her grave and buried her the next evening."
P23,SHIPMATE,AFRICAN,,,AFRICAN,,BLUEFIELDS BAY,"In November of 1770, an enslaved ""Ebo"" woman named Molia made her seventh esacpe from Breadnut Island Pen. She stayed missing for eleven days before being caught at a place called Bluefields Bay and brought back to the Pen. At some point during this recovery Molia told someone that she had gone to Bluefields Bay for a specific purpose; this purpose was to see a person she desccribed as her ""shipmate"". 

This unnamed/unidentified person was Molia's shipmate with whom she had, presumably, survived hte Middle Passage voyage at least nearly a decade earlier and with whom she had maintained a close and intimate relationship. It is the first and on;y time that this Shipmate would ever be mentioned in the diary."
P23,SHIPMATE,SHIPMATE OF,MOLIA,,AFRICAN,,BLUEFIELDS BAY,"In November of 1770, an enslaved ""Ebo"" woman named Molia made her seventh esacpe from Breadnut Island Pen. She stayed missing for eleven days before being caught at a place called Bluefields Bay and brought back to the Pen. At some point during this recovery Molia told someone that she had gone to Bluefields Bay for a specific purpose; this purpose was to see a person she desccribed as her ""shipmate"". 

This unnamed/unidentified person was Molia's shipmate with whom she had, presumably, survived hte Middle Passage voyage at least nearly a decade earlier and with whom she had maintained a close and intimate relationship. It is the first and on;y time that this Shipmate would ever be mentioned in the diary."
P24,LINCOLN,IGBO ,,,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,DOMESTIC PARTNER OF,SUKEY,,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,DOMESTIC PARTNER OF,VIOLET,,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,DOMESTIC PARTNER OF,EGYPT SUSANAH,,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,FATHER OF,JENNY [ABBA'S DAUGHTER],,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,FATHER OF,PHIBBAH [ABBA & LINCOLN'S DAUGHTER],,EBO,,"EGYPT ESTATE

BREADNUT ISLAND PEN"," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P25,MASON QUASHE,DOMESTIC PARTNER OF,EGYPT LUCY,,?,,,"Mason Quashe was an enslaved man who belonged to Elizabeth Anderson, a ""free coloured (mixed race) woman""who was the mistress of William Dorrill, Thistlewood's first empoyer and the initial owner of Egypt, Salt River and Paradise upon his arrival in Jamaica. She frequently hired Mason Quashe out to Egypt and other estates throughout the parish where he performed a wide array of skilled and very highly sought after labors such as masonry, carpentry, fishing, and driving of the field gangs. He was 'paid' for these labors in rum and castoff clothing from white men.  

Mason Quashe was a prominent figure in the enslaved community of Westmoreland, and held close relationships with other prominent figures in that community such as Phibbah, the housekeeper of Egypt, and the other women in her social circle such as House Franke and Egypt Lucy, who tended/cared for him in times of illness.  

Mason Quashe had a number of sexual/domestic relationships with several enslaved women throughout the neighborhood, including one with Egypt field woman Egypt Lucy, who left her previous husband Daniel for him--their union rrsulted in a son born in December of 1759: Little Quashe. He also had another child, a daughter named Franke who lived on a neighboring estate.

Mason Quashe's status as a skilled laborer seemed to give him a relative amount of privilege, particularly in his abilty to move around the parish, and beyond it. In 1767, he traveled abroad to British North America, where he would pass away from complications of gout and stomach maladies in 1767. "
P25,MASON QUASHE,FATHER OF,LITTLE QUASHE,,?,,,"Mason Quashe was an enslaved man who belonged to Elizabeth Anderson, a ""free coloured (mixed race) woman""who was the mistress of William Dorrill, Thistlewood's first empoyer and the initial owner of Egypt, Salt River and Paradise upon his arrival in Jamaica. She frequently hired Mason Quashe out to Egypt and other estates throughout the parish where he performed a wide array of skilled and very highly sought after labors such as masonry, carpentry, fishing, and driving of the field gangs. He was 'paid' for these labors in rum and castoff clothing from white men.  

Mason Quashe was a prominent figure in the enslaved community of Westmoreland, and held close relationships with other prominent figures in that community such as Phibbah, the housekeeper of Egypt, and the other women in her social circle such as House Franke and Egypt Lucy, who tended/cared for him in times of illness.  

Mason Quashe had a number of sexual/domestic relationships with several enslaved women throughout the neighborhood, including one with Egypt field woman Egypt Lucy, who left her previous husband Daniel for him--their union rrsulted in a son born in December of 1759: Little Quashe. He also had another child, a daughter named Franke who lived on a neighboring estate.

Mason Quashe's status as a skilled laborer seemed to give him a relative amount of privilege, particularly in his abilty to move around the parish, and beyond it. In 1767, he traveled abroad to British North America, where he would pass away from complications of gout and stomach maladies in 1767. "
P26,SOLON,DOMESTIC PARTNER OF,OGO,,AFRICAN,,BREADNUT ISLAND PEN,"Solon first appears in the diaries in July of 1761 when he was acquired by John Cope on Thistlewood's behalf from a slave market in Kingston alongside two others: an African woman named Nanny and an African young man named Caesar. Thistlewood paid 50 pounds for each one of them. He also described Solon as being ""about 16"". 

In later years, Solon would (like many others) be taken ill with various ailments and diseases such as stomach cramps, guinea worms, eye infections, and yaws.

Solon was a skilled fisherman and was often sent by Thistlewood to catch fish for him in nearby rivers and streaams. He was also frequently sent out to search for escaped runaways, particularly a young 'Ebo' woman named Molia who ran away from Thistlewood at least 14 times between 1769-1774.

Solon was the domestic partner/'husband' of Ogo (renamed 'Maria'), a presumed 'Ebo' African young woman purchased by Thistlewood from a slave trader named John Hutt in December of 1761. They had at least one child together: a daughter named Lucy, b0rn in November of 1766, who lived to the age of ten before dying in 1777 from stomach ailments.

"
P26,SOLON,FATHER OF,LUCY,,AFRICAN,,BREADNUT ISLAND PEN,"Solon first appears in the diaries in July of 1761 when he was acquired by John Cope on Thistlewood's behalf from a slave market in Kingston alongside two others: an African woman named Nanny and an African young man named Caesar. Thistlewood paid 50 pounds for each one of them. He also described Solon as being ""about 16"". 

In later years, Solon would (like many others) be taken ill with various ailments and diseases such as stomach cramps, guinea worms, eye infections, and yaws.

Solon was a skilled fisherman and was often sent by Thistlewood to catch fish for him in nearby rivers and streaams. He was also frequently sent out to search for escaped runaways, particularly a young 'Ebo' woman named Molia who ran away from Thistlewood at least 14 times between 1769-1774.

Solon was the domestic partner/'husband' of Ogo (renamed 'Maria'), a presumed 'Ebo' African young woman purchased by Thistlewood from a slave trader named John Hutt in December of 1761. They had at least one child together: a daughter named Lucy, b0rn in November of 1766, who lived to the age of ten before dying in 1777 from stomach ailments.

"
P26,SOLON,SHIPMATE OF,NANNY,,AFRICAN,,BREADNUT ISLAND PEN,"Solon first appears in the diaries in July of 1761 when he was acquired by John Cope on Thistlewood's behalf from a slave market in Kingston alongside two others: an African woman named Nanny and an African young man named Caesar. Thistlewood paid 50 pounds for each one of them. He also described Solon as being ""about 16"". 

In later years, Solon would (like many others) be taken ill with various ailments and diseases such as stomach cramps, guinea worms, eye infections, and yaws.

Solon was a skilled fisherman and was often sent by Thistlewood to catch fish for him in nearby rivers and streaams. He was also frequently sent out to search for escaped runaways, particularly a young 'Ebo' woman named Molia who ran away from Thistlewood at least 14 times between 1769-1774.

Solon was the domestic partner/'husband' of Ogo (renamed 'Maria'), a presumed 'Ebo' African young woman purchased by Thistlewood from a slave trader named John Hutt in December of 1761. They had at least one child together: a daughter named Lucy, b0rn in November of 1766, who lived to the age of ten before dying in 1777 from stomach ailments.

"
P26,SOLON,SHIPMATE OF,CAESAR,,AFRICAN,,BREADNUT ISLAND PEN,"Solon first appears in the diaries in July of 1761 when he was acquired by John Cope on Thistlewood's behalf from a slave market in Kingston alongside two others: an African woman named Nanny and an African young man named Caesar. Thistlewood paid 50 pounds for each one of them. He also described Solon as being ""about 16"". 

In later years, Solon would (like many others) be taken ill with various ailments and diseases such as stomach cramps, guinea worms, eye infections, and yaws.

Solon was a skilled fisherman and was often sent by Thistlewood to catch fish for him in nearby rivers and streaams. He was also frequently sent out to search for escaped runaways, particularly a young 'Ebo' woman named Molia who ran away from Thistlewood at least 14 times between 1769-1774.

Solon was the domestic partner/'husband' of Ogo (renamed 'Maria'), a presumed 'Ebo' African young woman purchased by Thistlewood from a slave trader named John Hutt in December of 1761. They had at least one child together: a daughter named Lucy, b0rn in November of 1766, who lived to the age of ten before dying in 1777 from stomach ailments.

"
P27,WONGA,MOTHER OF,LITTLE DICK,PRINCESS,AFRICAN,,EGYPT ESTATE,"Wonga was an African woman who was purchased and brought to Egypt to work as field laborer in May of 1754 shortly after Thistlewood's arrival in the early 1750's. Upon her purchase, she was renamed ""Princess,"" and paired with another enslaved woman named Quashe who served as her 'seasoner'.  

Wonga would have several confirmed sexual/domestic partners over the course of the sixteen years that Thistlewood served as overseer at Egypt. Among them were a driver named Hazat, and an Ebo man and skilled laborer named Cyrus, with whom she had a son in January of 1757 named Little Dick.

Although he survived his first two years of life, Little Dick was badly afflicted with yaws, a severe bacterial infection that resulted in skin lesions, joint inflammation and bone pain/deformities. In July of 1759, Little Dick passed away from the complications of yaws. Two months later his father, Cyrus, would go on to hold a ""feast"" (funeral ceremony) in his honor.

In 1761, Wonga was assigned to be the seasoner of an estimated 15 year old 'Ebo' young woman named Molia who had been purchased by Thistlewood and who he renamed 'Coobah'. 

Wonga ran away from the estate once in the spring of 1762. She was also pregnant at the time of her escape. Daniel, a skilled laborer was sent to search for and return her to the estate. She was later sent to Paradise estate to lie-in and give birth to a daughter named Charlotte, who survived at least until her second year."
P27,WONGA,MOTHER OF,CHARLOTTE (WONGA'S DAUGHTER),PRINCESS,AFRICAN,,EGYPT ESTATE,"Wonga was an African woman who was purchased and brought to Egypt to work as field laborer in May of 1754 shortly after Thistlewood's arrival in the early 1750's. Upon her purchase, she was renamed ""Princess,"" and paired with another enslaved woman named Quashe who served as her 'seasoner'.  

Wonga would have several confirmed sexual/domestic partners over the course of the sixteen years that Thistlewood served as overseer at Egypt. Among them were a driver named Hazat, and an Ebo man and skilled laborer named Cyrus, with whom she had a son in January of 1757 named Little Dick.

Although he survived his first two years of life, Little Dick was badly afflicted with yaws, a severe bacterial infection that resulted in skin lesions, joint inflammation and bone pain/deformities. In July of 1759, Little Dick passed away from the complications of yaws. Two months later his father, Cyrus, would go on to hold a ""feast"" (funeral ceremony) in his honor.

In 1761, Wonga was assigned to be the seasoner of an estimated 15 year old 'Ebo' young woman named Molia who had been purchased by Thistlewood and who he renamed 'Coobah'. 

Wonga ran away from the estate once in the spring of 1762. She was also pregnant at the time of her escape. Daniel, a skilled laborer was sent to search for and return her to the estate. She was later sent to Paradise estate to lie-in and give birth to a daughter named Charlotte, who survived at least until her second year."
P27,WONGA,DOMESTIC PARTNER OF,CYRUS,PRINCESS,AFRICAN,,EGYPT ESTATE,"Wonga was an African woman who was purchased and brought to Egypt to work as field laborer in May of 1754 shortly after Thistlewood's arrival in the early 1750's. Upon her purchase, she was renamed ""Princess,"" and paired with another enslaved woman named Quashe who served as her 'seasoner'.  

Wonga would have several confirmed sexual/domestic partners over the course of the sixteen years that Thistlewood served as overseer at Egypt. Among them were a driver named Hazat, and an Ebo man and skilled laborer named Cyrus, with whom she had a son in January of 1757 named Little Dick.

Although he survived his first two years of life, Little Dick was badly afflicted with yaws, a severe bacterial infection that resulted in skin lesions, joint inflammation and bone pain/deformities. In July of 1759, Little Dick passed away from the complications of yaws. Two months later his father, Cyrus, would go on to hold a ""feast"" (funeral ceremony) in his honor.

In 1761, Wonga was assigned to be the seasoner of an estimated 15 year old 'Ebo' young woman named Molia who had been purchased by Thistlewood and who he renamed 'Coobah'. 

Wonga ran away from the estate once in the spring of 1762. She was also pregnant at the time of her escape. Daniel, a skilled laborer was sent to search for and return her to the estate. She was later sent to Paradise estate to lie-in and give birth to a daughter named Charlotte, who survived at least until her second year."
P3,EGYPT LUCY,MOTHER OF,JULINA,,?,,EGYPT ESTATE (1750-1772),"Egypt Lucy was an Afro-Creole woman who labored on Egypt Estate's First gang for much of her life.

She had two primary domestic partners: Daniel, a skilled enslaved laborer who lived on Egypt, and Mason Quashe a skilled enslaved laborer who belonged to Elizabeth Anderson--the quadroon mistress of William Dorrill, Thistlewood's first employer-- and who was a regular visitor at Egypt to perform various tasks of carpentry, masonry, and even supervision of the First Gang. 

Between 1750 and her death in 1772, Egypt Lucy had three confirmed pregnancies: one in October 1754 to her daughter Julina with Daniel, the second in August of 1758 to an unnamed son (presumably also with Daniel) who died at just 5 days old, and the third in November of 1759 to a son who was named Little Quashe (presumably after his father, Mason Quashe).

In May 1760, Egypt became the wet nurse to John, the son of Egypt's housekeeper and Thistlewood. This seemed to mark the beginining of a strong and lasting friendship between not only Egypt Lucy and Phibbah, but between Egypt Lucy and Phibbah's broader social network of enslaved domestic workers. This circle included Phibbah's sister, Nancy,her daughter Accubah, an enslaved healer woman named Vine, and another enslaved domestic worker called House Franke. Together, the six women formed an agricutural co-op of sorts, pooling the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Egypt Lucy was relatively prosperous as a enslaved business woman; such that in 1769, she along with Phibbah, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independeny penkeeper of a property called Breadnut Island Pen. EGypt Lucy would als give Thistlewood a second personal loan of 10 pounds; he would go on to repay both loans within about a year. 

Following her stint as John's wetnurse, Egypt Lucy continued to act as a care provider and parental influence for both Phibbah's children. When Phibbah and Thistlewood moved away from Egypt and left John behind, they entrusted EGypt Lucy to escort him to their newhome on Breadnut Islabd Pen for visits. Egypt Lucy also kept abreast of the day-to-day and night-to-night activities of Phibbah's daughter Accubah--including her covert fasincination and involvement in the secret Myal society.

On multiple occasions throughout the years, Egypt Lucy was chosen by her white masters to be a 'seasoner,' a role designed for mostly Afro-Creole enslaved men and women who had either been born or resided in Jamaica for extended periods of time to acclimate/'season' newly arrived Africans to their new realities. In December of 1761, after purchasing 6 new Africans from a slave trader named John Hutt, Thistlewood tasked Egpyt Lucy with being the seasoner of a young African girl included in this sale named Ogo (he would rename her Maria). In November of 1766, Ogo would give birth to her first child: a daughter named Lucy.

In July 1770, shortly following Molia's fourth escape from and return to Breadnut Island Pen, Egypt Lucy paid a visit to the pen, where she interrupted Thistlewood's attempt to punish Molia by confining her to a set of bilboes, convincing him not to.

As a field laborer, Egypt Lucy was frequently in poor health. In June of 1772, she died. Phibbah and a 12 year old John attended her funeral and burial."
P3,EGYPT LUCY,MOTHER OF,LITTLE QUASHE,,?,,EGYPT ESTATE (1750-1772),"Egypt Lucy was an Afro-Creole woman who labored on Egypt Estate's First gang for much of her life.

She had two primary domestic partners: Daniel, a skilled enslaved laborer who lived on Egypt, and Mason Quashe a skilled enslaved laborer who belonged to Elizabeth Anderson--the quadroon mistress of William Dorrill, Thistlewood's first employer-- and who was a regular visitor at Egypt to perform various tasks of carpentry, masonry, and even supervision of the First Gang. 

Between 1750 and her death in 1772, Egypt Lucy had three confirmed pregnancies: one in October 1754 to her daughter Julina with Daniel, the second in August of 1758 to an unnamed son (presumably also with Daniel) who died at just 5 days old, and the third in November of 1759 to a son who was named Little Quashe (presumably after his father, Mason Quashe).

In May 1760, Egypt became the wet nurse to John, the son of Egypt's housekeeper and Thistlewood. This seemed to mark the beginining of a strong and lasting friendship between not only Egypt Lucy and Phibbah, but between Egypt Lucy and Phibbah's broader social network of enslaved domestic workers. This circle included Phibbah's sister, Nancy,her daughter Accubah, an enslaved healer woman named Vine, and another enslaved domestic worker called House Franke. Together, the six women formed an agricutural co-op of sorts, pooling the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Egypt Lucy was relatively prosperous as a enslaved business woman; such that in 1769, she along with Phibbah, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independeny penkeeper of a property called Breadnut Island Pen. EGypt Lucy would als give Thistlewood a second personal loan of 10 pounds; he would go on to repay both loans within about a year. 

Following her stint as John's wetnurse, Egypt Lucy continued to act as a care provider and parental influence for both Phibbah's children. When Phibbah and Thistlewood moved away from Egypt and left John behind, they entrusted EGypt Lucy to escort him to their newhome on Breadnut Islabd Pen for visits. Egypt Lucy also kept abreast of the day-to-day and night-to-night activities of Phibbah's daughter Accubah--including her covert fasincination and involvement in the secret Myal society.

On multiple occasions throughout the years, Egypt Lucy was chosen by her white masters to be a 'seasoner,' a role designed for mostly Afro-Creole enslaved men and women who had either been born or resided in Jamaica for extended periods of time to acclimate/'season' newly arrived Africans to their new realities. In December of 1761, after purchasing 6 new Africans from a slave trader named John Hutt, Thistlewood tasked Egpyt Lucy with being the seasoner of a young African girl included in this sale named Ogo (he would rename her Maria). In November of 1766, Ogo would give birth to her first child: a daughter named Lucy.

In July 1770, shortly following Molia's fourth escape from and return to Breadnut Island Pen, Egypt Lucy paid a visit to the pen, where she interrupted Thistlewood's attempt to punish Molia by confining her to a set of bilboes, convincing him not to.

As a field laborer, Egypt Lucy was frequently in poor health. In June of 1772, she died. Phibbah and a 12 year old John attended her funeral and burial."
P3,EGYPT LUCY,FRIEND OF,PHIBBAH,,?,,EGYPT ESTATE (1750-1772),"Egypt Lucy was an Afro-Creole woman who labored on Egypt Estate's First gang for much of her life.

She had two primary domestic partners: Daniel, a skilled enslaved laborer who lived on Egypt, and Mason Quashe a skilled enslaved laborer who belonged to Elizabeth Anderson--the quadroon mistress of William Dorrill, Thistlewood's first employer-- and who was a regular visitor at Egypt to perform various tasks of carpentry, masonry, and even supervision of the First Gang. 

Between 1750 and her death in 1772, Egypt Lucy had three confirmed pregnancies: one in October 1754 to her daughter Julina with Daniel, the second in August of 1758 to an unnamed son (presumably also with Daniel) who died at just 5 days old, and the third in November of 1759 to a son who was named Little Quashe (presumably after his father, Mason Quashe).

In May 1760, Egypt became the wet nurse to John, the son of Egypt's housekeeper and Thistlewood. This seemed to mark the beginining of a strong and lasting friendship between not only Egypt Lucy and Phibbah, but between Egypt Lucy and Phibbah's broader social network of enslaved domestic workers. This circle included Phibbah's sister, Nancy,her daughter Accubah, an enslaved healer woman named Vine, and another enslaved domestic worker called House Franke. Together, the six women formed an agricutural co-op of sorts, pooling the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Egypt Lucy was relatively prosperous as a enslaved business woman; such that in 1769, she along with Phibbah, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independeny penkeeper of a property called Breadnut Island Pen. EGypt Lucy would als give Thistlewood a second personal loan of 10 pounds; he would go on to repay both loans within about a year. 

Following her stint as John's wetnurse, Egypt Lucy continued to act as a care provider and parental influence for both Phibbah's children. When Phibbah and Thistlewood moved away from Egypt and left John behind, they entrusted EGypt Lucy to escort him to their newhome on Breadnut Islabd Pen for visits. Egypt Lucy also kept abreast of the day-to-day and night-to-night activities of Phibbah's daughter Accubah--including her covert fasincination and involvement in the secret Myal society.

On multiple occasions throughout the years, Egypt Lucy was chosen by her white masters to be a 'seasoner,' a role designed for mostly Afro-Creole enslaved men and women who had either been born or resided in Jamaica for extended periods of time to acclimate/'season' newly arrived Africans to their new realities. In December of 1761, after purchasing 6 new Africans from a slave trader named John Hutt, Thistlewood tasked Egpyt Lucy with being the seasoner of a young African girl included in this sale named Ogo (he would rename her Maria). In November of 1766, Ogo would give birth to her first child: a daughter named Lucy.

In July 1770, shortly following Molia's fourth escape from and return to Breadnut Island Pen, Egypt Lucy paid a visit to the pen, where she interrupted Thistlewood's attempt to punish Molia by confining her to a set of bilboes, convincing him not to.

As a field laborer, Egypt Lucy was frequently in poor health. In June of 1772, she died. Phibbah and a 12 year old John attended her funeral and burial."
